input_array,exec_best,exec_worst,exec_avg
52010,4.0531158447265625e-06,1.0967254638671875e-05,7.867813110351562e-06
52260,4.0531158447265625e-06,1.049041748046875e-05,8.106231689453125e-06
52510,3.814697265625e-06,1.0728836059570312e-05,7.867813110351562e-06
52760,3.814697265625e-06,1.0967254638671875e-05,7.3909759521484375e-06
53010,4.291534423828125e-06,1.0967254638671875e-05,7.3909759521484375e-06
53260,4.0531158447265625e-06,1.0967254638671875e-05,6.9141387939453125e-06
53510,3.5762786865234375e-06,1.0728836059570312e-05,7.3909759521484375e-06
53760,4.291534423828125e-06,1.0728836059570312e-05,7.3909759521484375e-06
54010,3.814697265625e-06,1.049041748046875e-05,7.62939453125e-06
54260,3.814697265625e-06,1.0728836059570312e-05,7.3909759521484375e-06
54510,4.5299530029296875e-06,1.1205673217773438e-05,6.67572021484375e-06
54760,4.291534423828125e-06,1.1205673217773438e-05,7.62939453125e-06
55010,3.814697265625e-06,1.0728836059570312e-05,7.152557373046875e-06
55260,4.5299530029296875e-06,1.049041748046875e-05,8.58306884765625e-06
55510,4.76837158203125e-06,1.0967254638671875e-05,8.344650268554688e-06
55760,4.0531158447265625e-06,1.1682510375976562e-05,8.106231689453125e-06
56010,4.0531158447265625e-06,1.0728836059570312e-05,6.67572021484375e-06
56260,3.814697265625e-06,1.0967254638671875e-05,7.3909759521484375e-06
56510,4.291534423828125e-06,1.049041748046875e-05,7.152557373046875e-06
56760,4.291534423828125e-06,1.0967254638671875e-05,8.344650268554688e-06
57010,4.0531158447265625e-06,1.1444091796875e-05,8.58306884765625e-06
57260,5.0067901611328125e-06,1.0967254638671875e-05,7.3909759521484375e-06
57510,3.5762786865234375e-06,1.1205673217773438e-05,7.62939453125e-06
57760,3.814697265625e-06,1.1205673217773438e-05,7.867813110351562e-06
58010,4.0531158447265625e-06,1.0967254638671875e-05,5.9604644775390625e-06
58260,4.0531158447265625e-06,1.0728836059570312e-05,6.198883056640625e-06
58510,4.5299530029296875e-06,1.0728836059570312e-05,8.106231689453125e-06
58760,4.291534423828125e-06,1.1444091796875e-05,8.58306884765625e-06
59010,4.291534423828125e-06,1.0967254638671875e-05,6.4373016357421875e-06
59260,4.291534423828125e-06,1.0967254638671875e-05,6.67572021484375e-06
59510,4.76837158203125e-06,1.0967254638671875e-05,7.62939453125e-06
59760,4.291534423828125e-06,1.0967254638671875e-05,7.62939453125e-06
60010,4.5299530029296875e-06,1.1444091796875e-05,7.3909759521484375e-06
60260,4.291534423828125e-06,1.0967254638671875e-05,8.106231689453125e-06
60510,3.814697265625e-06,1.0728836059570312e-05,8.106231689453125e-06
60760,4.291534423828125e-06,1.1682510375976562e-05,8.344650268554688e-06
61010,3.5762786865234375e-06,1.1682510375976562e-05,8.106231689453125e-06
61260,3.814697265625e-06,1.2159347534179688e-05,6.67572021484375e-06
61510,4.0531158447265625e-06,1.1682510375976562e-05,7.152557373046875e-06
61760,4.0531158447265625e-06,1.1205673217773438e-05,8.344650268554688e-06
62010,5.0067901611328125e-06,1.0967254638671875e-05,7.62939453125e-06
62260,4.0531158447265625e-06,1.049041748046875e-05,7.867813110351562e-06
62510,5.245208740234375e-06,1.1444091796875e-05,7.867813110351562e-06
62760,5.4836273193359375e-06,1.1444091796875e-05,8.106231689453125e-06
63010,4.0531158447265625e-06,1.1444091796875e-05,8.344650268554688e-06
63260,3.5762786865234375e-06,1.0967254638671875e-05,7.62939453125e-06
63510,4.0531158447265625e-06,1.1682510375976562e-05,8.58306884765625e-06
63760,4.0531158447265625e-06,1.2159347534179688e-05,7.3909759521484375e-06
64010,4.0531158447265625e-06,1.1205673217773438e-05,7.152557373046875e-06
64260,3.5762786865234375e-06,1.0967254638671875e-05,7.3909759521484375e-06
64510,4.0531158447265625e-06,1.1205673217773438e-05,6.4373016357421875e-06
64760,5.4836273193359375e-06,1.1920928955078125e-05,5.7220458984375e-06
65010,4.291534423828125e-06,2.1457672119140625e-05,8.106231689453125e-06
65260,4.5299530029296875e-06,1.1205673217773438e-05,8.58306884765625e-06
65510,3.814697265625e-06,1.1205673217773438e-05,8.106231689453125e-06
65760,4.76837158203125e-06,1.2159347534179688e-05,8.58306884765625e-06
66010,3.814697265625e-06,1.1682510375976562e-05,7.152557373046875e-06
66260,4.76837158203125e-06,1.2874603271484375e-05,6.67572021484375e-06
66510,4.5299530029296875e-06,1.2874603271484375e-05,7.867813110351562e-06
66760,4.76837158203125e-06,1.239776611328125e-05,8.58306884765625e-06
67010,4.0531158447265625e-06,1.1682510375976562e-05,8.106231689453125e-06
67260,5.245208740234375e-06,1.2874603271484375e-05,9.059906005859375e-06
67510,4.291534423828125e-06,1.2159347534179688e-05,8.106231689453125e-06
67760,3.5762786865234375e-06,1.239776611328125e-05,8.106231689453125e-06
68010,4.5299530029296875e-06,1.2636184692382812e-05,8.58306884765625e-06
68260,4.5299530029296875e-06,1.3113021850585938e-05,8.821487426757812e-06
68510,5.0067901611328125e-06,1.239776611328125e-05,8.106231689453125e-06
68760,5.0067901611328125e-06,1.2636184692382812e-05,8.106231689453125e-06
69010,4.0531158447265625e-06,1.2159347534179688e-05,7.152557373046875e-06
69260,3.814697265625e-06,1.1920928955078125e-05,7.3909759521484375e-06
69510,4.0531158447265625e-06,1.3113021850585938e-05,6.198883056640625e-06
69760,4.76837158203125e-06,1.239776611328125e-05,7.867813110351562e-06
70010,4.0531158447265625e-06,1.239776611328125e-05,7.867813110351562e-06
70260,4.5299530029296875e-06,1.239776611328125e-05,8.344650268554688e-06
70510,5.245208740234375e-06,1.3589859008789062e-05,6.198883056640625e-06
70760,5.0067901611328125e-06,1.2636184692382812e-05,9.5367431640625e-06
71010,5.4836273193359375e-06,1.2636184692382812e-05,9.059906005859375e-06
71260,3.814697265625e-06,1.2159347534179688e-05,8.821487426757812e-06
71510,4.0531158447265625e-06,1.1682510375976562e-05,8.58306884765625e-06
71760,3.0994415283203125e-06,1.2874603271484375e-05,7.3909759521484375e-06
72010,2.86102294921875e-06,1.3589859008789062e-05,6.9141387939453125e-06
72260,3.814697265625e-06,1.1682510375976562e-05,7.3909759521484375e-06
72510,5.245208740234375e-06,1.2159347534179688e-05,7.152557373046875e-06
72760,5.0067901611328125e-06,1.1920928955078125e-05,7.867813110351562e-06
73010,4.0531158447265625e-06,1.2159347534179688e-05,8.106231689453125e-06
73260,5.0067901611328125e-06,1.2874603271484375e-05,8.58306884765625e-06
73510,4.76837158203125e-06,1.1682510375976562e-05,8.106231689453125e-06
73760,5.0067901611328125e-06,1.2874603271484375e-05,8.344650268554688e-06
74010,5.4836273193359375e-06,2.1696090698242188e-05,8.344650268554688e-06
74260,5.0067901611328125e-06,1.2636184692382812e-05,7.867813110351562e-06
74510,5.0067901611328125e-06,1.2874603271484375e-05,8.58306884765625e-06
74760,5.245208740234375e-06,1.3113021850585938e-05,6.9141387939453125e-06
75010,5.0067901611328125e-06,1.2636184692382812e-05,8.58306884765625e-06
75260,4.291534423828125e-06,1.239776611328125e-05,8.821487426757812e-06
75510,4.5299530029296875e-06,1.1682510375976562e-05,8.58306884765625e-06
75760,5.0067901611328125e-06,1.2874603271484375e-05,8.58306884765625e-06
76010,4.5299530029296875e-06,1.3113021850585938e-05,8.344650268554688e-06
76260,5.0067901611328125e-06,1.3113021850585938e-05,7.867813110351562e-06
76510,4.5299530029296875e-06,1.1682510375976562e-05,8.344650268554688e-06
76760,5.245208740234375e-06,1.3589859008789062e-05,9.059906005859375e-06
77010,4.76837158203125e-06,1.2874603271484375e-05,8.58306884765625e-06
77260,4.76837158203125e-06,1.2874603271484375e-05,6.4373016357421875e-06
77510,4.76837158203125e-06,1.239776611328125e-05,8.106231689453125e-06
77760,5.0067901611328125e-06,1.2636184692382812e-05,6.67572021484375e-06
78010,4.5299530029296875e-06,1.2159347534179688e-05,8.821487426757812e-06
78260,5.245208740234375e-06,1.239776611328125e-05,8.58306884765625e-06
78510,4.76837158203125e-06,1.2636184692382812e-05,8.821487426757812e-06
78760,5.4836273193359375e-06,1.239776611328125e-05,8.106231689453125e-06
79010,4.76837158203125e-06,1.3113021850585938e-05,8.344650268554688e-06
79260,4.76837158203125e-06,1.2874603271484375e-05,8.344650268554688e-06
79510,4.0531158447265625e-06,1.2636184692382812e-05,7.3909759521484375e-06
79760,4.5299530029296875e-06,1.3113021850585938e-05,8.344650268554688e-06
80010,4.76837158203125e-06,1.3113021850585938e-05,7.867813110351562e-06
80260,5.0067901611328125e-06,1.3113021850585938e-05,8.58306884765625e-06
80510,4.76837158203125e-06,1.3828277587890625e-05,8.821487426757812e-06
80760,5.0067901611328125e-06,1.239776611328125e-05,9.298324584960938e-06
81010,5.245208740234375e-06,1.239776611328125e-05,8.821487426757812e-06
81260,4.291534423828125e-06,1.2874603271484375e-05,8.106231689453125e-06
81510,4.76837158203125e-06,1.2159347534179688e-05,8.821487426757812e-06
81760,4.76837158203125e-06,1.239776611328125e-05,9.775161743164062e-06
82010,4.291534423828125e-06,1.239776611328125e-05,9.059906005859375e-06
82260,3.5762786865234375e-06,1.2636184692382812e-05,7.867813110351562e-06
82510,5.0067901611328125e-06,1.2159347534179688e-05,8.821487426757812e-06
82760,5.4836273193359375e-06,1.2636184692382812e-05,9.059906005859375e-06
83010,4.76837158203125e-06,1.3589859008789062e-05,1.33514404296875e-05
83260,5.4836273193359375e-06,1.1920928955078125e-05,7.867813110351562e-06
83510,5.245208740234375e-06,1.2159347534179688e-05,8.106231689453125e-06
83760,4.291534423828125e-06,1.2159347534179688e-05,9.5367431640625e-06
84010,4.76837158203125e-06,1.2874603271484375e-05,9.298324584960938e-06
84260,3.814697265625e-06,1.1920928955078125e-05,9.298324584960938e-06
84510,5.0067901611328125e-06,1.2159347534179688e-05,8.344650268554688e-06
84760,4.5299530029296875e-06,1.1920928955078125e-05,9.298324584960938e-06
85010,4.0531158447265625e-06,1.239776611328125e-05,8.58306884765625e-06
85260,4.0531158447265625e-06,1.2636184692382812e-05,9.775161743164062e-06
85510,5.7220458984375e-06,1.2636184692382812e-05,8.821487426757812e-06
85760,5.0067901611328125e-06,1.1920928955078125e-05,7.867813110351562e-06
86010,5.9604644775390625e-06,1.2874603271484375e-05,9.5367431640625e-06
86260,5.245208740234375e-06,1.33514404296875e-05,7.152557373046875e-06
86510,4.0531158447265625e-06,1.2636184692382812e-05,9.298324584960938e-06
86760,3.814697265625e-06,1.2874603271484375e-05,8.344650268554688e-06
87010,5.245208740234375e-06,1.2636184692382812e-05,9.059906005859375e-06
87260,5.245208740234375e-06,1.2874603271484375e-05,9.059906005859375e-06
87510,5.0067901611328125e-06,1.239776611328125e-05,8.106231689453125e-06
87760,4.76837158203125e-06,1.2636184692382812e-05,8.821487426757812e-06
88010,4.76837158203125e-06,1.239776611328125e-05,8.58306884765625e-06
88260,5.245208740234375e-06,1.2874603271484375e-05,7.62939453125e-06
88510,5.4836273193359375e-06,1.2874603271484375e-05,6.4373016357421875e-06
88760,5.4836273193359375e-06,1.2636184692382812e-05,9.5367431640625e-06
89010,5.245208740234375e-06,1.2874603271484375e-05,8.821487426757812e-06
89260,5.245208740234375e-06,1.2874603271484375e-05,8.821487426757812e-06
89510,5.245208740234375e-06,1.2874603271484375e-05,7.62939453125e-06
89760,5.4836273193359375e-06,1.3113021850585938e-05,8.58306884765625e-06
90010,5.0067901611328125e-06,1.3113021850585938e-05,8.821487426757812e-06
90260,4.291534423828125e-06,1.239776611328125e-05,8.106231689453125e-06
90510,5.0067901611328125e-06,1.2874603271484375e-05,8.344650268554688e-06
90760,5.4836273193359375e-06,1.3589859008789062e-05,9.059906005859375e-06
91010,5.0067901611328125e-06,1.2636184692382812e-05,8.106231689453125e-06
91260,4.291534423828125e-06,1.239776611328125e-05,8.106231689453125e-06
91510,5.4836273193359375e-06,1.2874603271484375e-05,9.298324584960938e-06
91760,5.9604644775390625e-06,1.2636184692382812e-05,9.059906005859375e-06
92010,5.0067901611328125e-06,1.2636184692382812e-05,8.106231689453125e-06
92260,5.0067901611328125e-06,1.2159347534179688e-05,8.58306884765625e-06
92510,4.76837158203125e-06,1.33514404296875e-05,9.059906005859375e-06
92760,6.198883056640625e-06,1.3113021850585938e-05,9.298324584960938e-06
