input_array,exec_best,exec_worst,exec_avg
33760,2.384185791015625e-06,0.002925395965576172,0.0022819042205810547
34010,2.1457672119140625e-06,0.00296783447265625,0.0021233558654785156
34260,5.4836273193359375e-06,0.003072023391723633,0.0007138252258300781
34510,2.86102294921875e-06,0.003030061721801758,0.0021631717681884766
34760,2.384185791015625e-06,0.0030181407928466797,0.0017657279968261719
35010,3.0994415283203125e-06,0.0030488967895507812,0.002468109130859375
35260,3.337860107421875e-06,0.0030846595764160156,0.0004565715789794922
35510,2.1457672119140625e-06,0.0031006336212158203,0.0008666515350341797
35760,6.4373016357421875e-06,0.003188610076904297,0.0013742446899414062
36010,4.291534423828125e-06,0.003153562545776367,0.0016069412231445312
36260,4.291534423828125e-06,0.0032563209533691406,0.0016050338745117188
36510,3.5762786865234375e-06,0.0032608509063720703,0.0023696422576904297
36760,2.384185791015625e-06,0.003225088119506836,0.0011665821075439453
37010,2.6226043701171875e-06,0.003231525421142578,0.0034630298614501953
37260,5.0067901611328125e-06,0.003249645233154297,0.003512859344482422
37510,2.6226043701171875e-06,0.003254413604736328,0.0016379356384277344
37760,2.6226043701171875e-06,0.003283262252807617,0.0027277469635009766
38010,2.384185791015625e-06,0.0033063888549804688,0.0003674030303955078
38260,4.0531158447265625e-06,0.00354766845703125,0.0011754035949707031
38510,2.6226043701171875e-06,0.003558635711669922,0.003657817840576172
38760,2.384185791015625e-06,0.003381013870239258,0.0017502307891845703
39010,2.1457672119140625e-06,0.003511190414428711,0.0029497146606445312
39260,4.76837158203125e-06,0.0034537315368652344,0.003015279769897461
39510,3.0994415283203125e-06,0.003493070602416992,0.0026216506958007812
39760,2.86102294921875e-06,0.0034945011138916016,0.0031921863555908203
40010,4.291534423828125e-06,0.004060506820678711,0.003220796585083008
40260,6.4373016357421875e-06,0.0037343502044677734,0.0006144046783447266
40510,7.867813110351562e-06,0.0035996437072753906,0.0019414424896240234
40760,8.58306884765625e-06,0.004385948181152344,0.0011811256408691406
41010,7.867813110351562e-06,0.004249095916748047,0.0039708614349365234
41260,5.0067901611328125e-06,0.004354953765869141,0.0029380321502685547
41510,8.106231689453125e-06,0.004433631896972656,0.003951072692871094
41760,4.5299530029296875e-06,0.0043413639068603516,0.004269838333129883
42010,8.106231689453125e-06,0.005158662796020508,0.0020058155059814453
42260,7.867813110351562e-06,0.005188941955566406,0.006767988204956055
42510,8.106231689453125e-06,0.0055730342864990234,1.6927719116210938e-05
42760,7.3909759521484375e-06,0.005152463912963867,0.005636692047119141
43010,7.867813110351562e-06,0.0042879581451416016,0.003094196319580078
43260,5.0067901611328125e-06,0.003859996795654297,0.0019817352294921875
43510,4.5299530029296875e-06,0.0039217472076416016,0.001355886459350586
43760,8.344650268554688e-06,0.006937503814697266,0.0006985664367675781
44010,4.5299530029296875e-06,0.0042171478271484375,0.0031418800354003906
44260,4.0531158447265625e-06,0.0038983821868896484,0.003771543502807617
44510,5.245208740234375e-06,0.004011631011962891,0.0015904903411865234
44760,7.152557373046875e-06,0.004044532775878906,0.0008308887481689453
45010,3.5762786865234375e-06,0.003970146179199219,0.0011281967163085938
45260,3.5762786865234375e-06,0.003976583480834961,0.0024025440216064453
45510,5.0067901611328125e-06,0.006884574890136719,0.0019214153289794922
45760,8.58306884765625e-06,0.004149913787841797,0.004419088363647461
46010,4.76837158203125e-06,0.0040204524993896484,0.004067897796630859
46260,7.3909759521484375e-06,0.004168987274169922,0.002585887908935547
